genes,coordinates,log2FoldChange,lfcSE,stat,pvalue,padj,TL_2h_R5,TL_4h_R5,TL_2h_R3_merge,TL_4h_R3_merge,TL_2h_R1_merge,TL_4h_R1_merge,TL_2h_mean,TL_4h_mean
YAL032C,chrI:87638-87675:-,0.516026440892974,0.318800743119678,1.6186488018920901,0.10552284849707902,0.226257593239626,132.82791076912702,220.60178633486,170.54180426514299,300.758592906969,192.06077796468603,186.99318413001498,165.1434976663187,236.11785445728137
YAL031C,chrI:90187-90239:-,1.28718546914615,0.30358422403633,4.23996165555728,2.2355797153358302e-05,0.000188092611302967,66.4139553845636,190.290090502589,97.58274361695369,230.323325247257,93.50327348280778,208.736577633505,85.8333241614417,209.78333112778367
YAL030W,chrI:90398-90490:+,0.0950887101089,0.21155687398541198,0.44947114370510494,0.653091819844753,0.7756593853189521,1411.29655192198,1754.7103920681197,1694.47418355421,1667.2027855053698,1731.9164890148902,1747.2991019404599,1612.5624081636934,1723.0707598379831
YAL029C,chrI:95460:-,1.1813910081338999,0.854954996386782,1.3818166021915799,0.167028020051091,0.31277067447003004,2.37192697802013,10.1038986107569,4.55994129051186,16.9044642383308,10.950833831319802,13.915771842233601,5.960900699950597,13.641378230440433
YAL028W,chrI:95997-96054:+,-0.4437572925817971,0.31025322671649397,-1.4303067764297501,0.15262899075751998,0.293574352352641,233.63480733498298,222.285769436653,411.306704404169,207.784039596149,276.297961282531,247.87468593978699,307.079824340561,225.98149832419634
YAL027W,chrI:97756-97807:+,-0.40680678405787796,0.32082740740585,-1.2679926174239298,0.20480058698945802,0.361532194049798,181.45241381854,109.458901616534,137.710226973458,152.844530821574,162.577763803441,99.1498743759147,160.58013486514633,120.48443560467423
YBL076C,chrII:102455-102493:-,-1.1516780610383301,0.354805781334846,-3.2459393888834,0.0011706376014167,0.00619910162603813,391.367951373321,112.826867820119,222.525134976979,145.096651379006,206.38109912871997,109.58670325759,273.4247284930066,122.50340748557166
YBL075C,chrII:104627-104753:-,1.03216132497295,0.36262077050109903,2.84639328173791,0.004421754743936929,0.018945189143426997,685.486896647817,850.411466405377,739.622477321023,1280.51316605356,712.6465708689681,2237.8300593792,712.5853149459359,1456.251563946046
YBL074C,chrII:106216-106254:-,-1.37316767051851,0.4397591728427371,-3.1225446910906602,0.0017929488201848898,0.008868205373389929,65.2279918955535,33.6796620358565,67.4871310995755,21.1305802979135,53.91179732342071,19.1341862830713,62.20897343951657,24.648142872280435
YBL072C,chrII:107315-107317:-,-2.00924207349127,0.20621791735144396,-9.743295341631471,1.9705828256176298e-22,1.43195685328214e-20,6272.56089337423,1332.0306335181199,5893.268123857521,1555.2107099264301,6017.904376226839,1626.40583406106,6061.244464486197,1504.5490591685366
YBL071W-A,chrII:108116-108152:+,-0.128823478894914,0.26135183361999104,-0.492912091377272,0.622074703347572,0.751345664193718,260.911967582214,218.91780323306702,233.468994074207,193.696986064207,237.54885695632197,256.572043341183,243.97660620424767,223.06227754615233
YBL069W,chrII:108806-108869:+,0.870313959765803,0.361484103456296,2.4076133679029796,0.0160571759638893,0.0542017823269164,200.427829642701,407.523910633864,155.949992135505,222.575445804689,117.932056644983,239.177328538391,158.10329280772967,289.75889499231465
YBL068W,chrII:110540-110594:+,0.132809282754499,0.35899001563434707,0.369952580769748,0.7114178226179171,0.816707436701823,126.898093324077,154.92644536494,94.8467788426466,83.11361583845971,97.7151326487,114.805117698428,106.48666827180789,117.61505963394256
YBL067C,chrII:114277-114362:-,-1.29678203542018,0.315734903494248,-4.10718619027753,4.00508371883853e-05,0.00031518455170989,281.07334689538504,111.142884718326,273.596477430711,150.027120115186,432.979122253723,139.15771842233602,329.21631552660637,133.442574418616
YBL066C,chrII:118327-118364:-,0.35979367358822495,0.41900902431539794,0.8586776243687759,0.39051839864721405,0.553562862057571,48.6245030494126,67.359324071713,90.2868375521348,130.305245170466,82.552439651488,85.2341025336811,73.82126008434513,94.29955725862004
YBL064C,chrII:119324-119416:-,0.654230630630856,0.242574431974642,2.69703045496257,0.00699608716296777,0.0277676220386705,7389.738500021709,13934.960167335601,10289.051527911,16057.127968384499,10794.995042181801,14820.297011978799,9491.261690038169,14937.461715899633
YBL063W,chrII:120007-120070:+,2.32306301458011,0.325016980690634,7.14751275346844,8.83643127722043e-13,2.6286133449100105e-11,97.2490060988253,395.736028921314,107.61461445607999,741.683368456763,121.301543977697,493.14016465915495,108.72172151086744,543.5198540124106
YBL061C,chrII:125637-125720:-,-0.0689151831107403,0.33698640214361103,-0.20450434401021103,0.8379593976990228,0.9012027805604841,138.757728214178,153.242462263147,176.01373381375802,107.765959519359,166.789622969333,199.169484491969,160.52036166575635,153.392635424825
YBL060W,chrII:126060-126098:+,-1.01406113875641,0.466816180712537,-2.17229217977957,0.0298336315184264,0.0884592005599141,46.2525760713925,45.46754374840629,60.1912250347565,23.947991004302,86.7642988173802,28.7012794246069,64.40269997450973,32.70560472577173
YBL059C-A,chrII:128744-128760:-,0.51524499593659,0.27726294270520196,1.85832621882117,0.0631227027308578,0.15658461210715197,150.61736310427798,185.238141197211,114.91052052089898,183.836048591847,121.301543977697,182.644505429317,128.94314253429133,183.90623173945832
YBL058W,chrII:129577-129598:+,0.18414528399660102,0.30870783221406395,0.596503440408051,0.5508389562058871,0.6950201964705589,360.53290065906,522.034761555776,469.673952922721,488.82075755839895,650.311055213762,672.305727127913,493.50596959851435,561.0537487473626
YBL057C,chrII:131623-131642:-,0.49967891055344893,0.28042393114789194,1.7818697159976797,0.0747704800876402,0.177058630376147,240.750588269043,257.649414574302,223.43712323508097,407.115847073133,253.55392178671298,346.154824575562,239.24721109694565,336.97336207433233
YBL056W,chrII:131799-131914:+,1.46284357419202,0.257247078267701,5.68653134582828,1.2964559867054798e-08,2.0515748799371897e-07,750.714888543371,1641.883524248,725.942653449487,2511.7216447453197,857.534526175661,2276.9681676854802,778.0640227228397,2143.5244455596
YBL055C,chrII:134984-135073:-,-0.454318834094823,0.440177023419204,-1.03212755305983,0.302012367857336,0.468556300729089,187.38223126358997,122.930766430876,300.956125173782,261.31484301753,461.61976458179004,307.01671626928,316.65270700638735,230.42077523922867
YBL054W,chrII:135591-135659:+,0.534325762221904,0.389017533126552,1.3735261697011498,0.169588831378547,0.315905429296653,46.2525760713925,52.203476155577604,50.1593541956304,62.687388217143294,40.4338479925655,81.7551595731227,45.6152594198628,65.54867464861452
YBL052C,chrII:140281-140347:-,-0.034088458116968,0.319306652699714,-0.10675774472204902,0.914981170653252,0.9489111776297291,105.550750521896,131.35068193984,168.717827748939,157.774999557754,150.784558138942,126.11168232024201,141.68437880325902,138.41245460594533
YBL051C,chrII:142977-143021:-,-0.141804652527521,0.355446623707285,-0.398947811203008,0.6899316591759139,0.801568277964629,247.86636920310298,240.809583556374,504.32950673061094,368.376449860292,293.1453979461,336.587731434026,348.44709129327134,315.25792161689736
YBL050W,chrII:143208-143271:+,-0.25159491259135397,0.242041857988927,-1.03946860547924,0.298586851593829,0.464447236888123,544.3572414556189,587.710102525696,752.390312934456,545.168971686168,710.1194553694321,554.891402209067,668.9556699198357,562.590158806977
YBL049W,chrII:144704-144943:+,-0.7630506967136759,0.354634789989497,-2.15165211719999,0.0314247640546785,0.0921481838551764,1598.67878318557,1335.3985997217098,3463.73140427281,1910.20445893138,3613.7751643355396,1865.5831625994501,2892.0617839313068,1703.728740417513
YBL047C,chrII:150336-150400:-,-0.776919371385169,0.248881348831453,-3.1216456156034202,0.0017984328317339699,0.008883297240549991,273.957565961325,154.92644536494,282.716360011735,153.548883498171,251.026806287178,162.640583406106,269.23357742007937,157.03863742307234
YBL046W,chrII:150574-150601:+,0.9116144548791378,0.268763899060901,3.39187836634476,0.000694152479650397,0.00391761635153543,186.19626777458,409.207893735656,228.909052783695,320.480467851688,210.592958294612,449.653377652175,208.56609295096234,393.1139130798397
YBL045C,chrII:153762-153976:-,0.264501041429597,0.261921414844686,1.00984885709495,0.312567708467225,0.479756615161022,1569.0296959603197,1781.6541216968103,2177.8279603484602,2347.6074710981898,1864.1688668239103,2608.33748467867,1870.3421743775634,2245.86635915789
YBL043W,chrII:154720-154819:+,0.401828165000951,0.5123378798604871,0.7843030562377529,0.4328623065899879,0.592649685981755,1606.9805276086402,1269.72325875179,3214.75860981086,4615.6230897409005,4014.74415692849,5787.221614888921,2945.49443144933,3890.85598779387
YBL042C,chrII:158497-158530:-,-2.8636185254566198,0.7526219071928709,-3.80485672565305,0.000141886294602595,0.000985445182579891,27.277160247231496,0.0,30.0956125173782,4.93046873617981,32.010129660781004,6.08815018097722,29.794300808463564,3.6728729723856763
YBL041W,chrII:159362-159434:+,1.24799921463235,0.37485575305703706,3.3292785410244305,0.0008707127796751071,0.004766728208371289,767.3183773895121,1956.78836428326,1455.53325993138,4033.12342619509,1613.14206053673,3120.6118356209004,1278.664565952541,3036.84120869975
YBL040C,chrII:161078-161116:-,0.696612896674162,0.305856466464181,2.27758106515542,0.022751549699181,0.0714182537945921,629.7466126643441,820.099770573106,680.343240544369,1529.14966089234,858.3768980088389,1161.96694882651,722.8222504058507,1170.4054600973186
YBL039W-B,chrII:161436-161539:+,-1.4648375913786,0.289449954961449,-5.0607628927553305,4.17582250651223e-07,5.019922924289521e-06,460.153833735905,186.92212429900397,611.032132928589,251.45390554517002,588.817911391735,161.770847665966,553.334626018743,200.0489591700467
YBL039C,chrII:163970-163995:-,0.293670781689789,0.735117942130977,0.39948797989951,0.689533678812954,0.8015389555958978,30.835050714261698,20.2077972215139,8.207894322921339,16.2001115617337,7.581346498606041,20.003922023210897,15.541430511929692,18.80394360215283
YBL038W,chrII:164285-164326:+,0.399149834023245,0.23871674710833804,1.67206464924766,0.0945115745234896,0.208967008399953,328.511886455788,422.679758549999,378.47512711248396,532.4906235074201,365.589375599447,457.480999313431,357.52546305590636,470.8837937902834
YBL037W,chrII:165287-165319:+,0.468164870767336,0.37743183459968893,1.24039582210621,0.21482902554807504,0.373191335294384,41.5087221153522,60.6233916645417,46.5114011632209,59.8699775107549,37.906732493030205,53.9236158886554,41.97561859053443,58.138995021317335
YBL035C,chrII:171883-171898:-,0.49822042680498896,0.522850227109116,0.9528932014808391,0.34064418503615507,0.505500193059751,33.2069776922818,45.46754374840629,16.4157886458427,54.9395087745751,45.4880789916362,33.9196938654445,31.703615109920232,44.77558212947529
YBL034C,chrII:176620-176667:-,2.1156317452464197,0.400434150465931,5.28334494644062,1.26846226661e-07,1.6888933332822e-06,49.8104665384227,205.445938418725,82.99093148731579,445.15089160937697,99.39987631505691,356.591653457237,77.40042478026514,335.729494495113
YBL033C,chrII:177891-177940:-,0.385567189058019,0.23926472521801104,1.61146691684995,0.10707799234613301,0.229112198850725,1317.60543629018,1899.5329388223101,1157.31309953191,1331.93091144515,1282.93230193078,1681.1991856898499,1252.6169459176235,1637.5543453191033
YBL032W,chrII:178265-178342:+,2.3960202731042597,0.307477784189648,7.7924988285541605,6.56967802607432e-15,2.4292839809833297e-13,296.490872252516,1284.87910666793,417.690622210886,2251.8155070809803,376.54020943076597,2203.91036551375,363.573901298056,1913.5349930875534
