"score"	"consensus.cluster"	"tpm"	"annotation"	"genes"	"coordinates"
"65"	10.684015405281	220	9.8142455976843	"unknown"	""	"chrI:145411:-"
"66"	5.79575635001452	89	3.8179434856107	"unknown"	"YAL003W"	"chrI:145779:+"
"67"	12.0433384540789	221	10.7955745521951	"unknown"	""	"chrI:145850:-"
"68"	7.16018749101837	90	2.38516102733201	"unknown"	"YAL002W"	"chrI:146779-146793:+"
"69"	3.75329041250661	135	1.54225231556333	"unknown"	"YAR066W"	"chrI:15208:-"
"70"	171.277940431311	136	171.277940431311	"unknown"	"YAR066W"	"chrI:15317-15351:-"
"71"	74.6273147685542	222	72.3911367319615	"unknown"	""	"chrI:154338-154369:-"
"72"	340.714083893273	91	340.714083893273	"unknown"	"YAR002W"	"chrI:155369-155393:+"
"73"	3.08546809881785	92	1.28521026296944	"unknown"	""	"chrI:157639:+"
"74"	20.7451679725669	93	14.3303731340023	"unknown"	"YAR003W"	"chrI:157767-157806:+"
"75"	948.59322836078	223	945.026865199353	"unknown"	"YAR002C-A"	"chrI:157889-157963:-"
"76"	105.08511434505	94	104.176481572733	"unknown"	"YAR003W"	"chrI:158080-158129:+"
"77"	4.444973586676	224	2.85937507015393	"unknown"	"YAR007C"	"chrI:160443:-"
"78"	31.905757106104	95	28.8661455099533	"unknown"	"YAR008W"	"chrI:161710-161727:+"
"79"	1239.79820246429	225	1237.81139121463	"unknown"	"YAR007C"	"chrI:161811-161877:-"
"80"	193.544250088698	96	187.873762128043	"unknown"	"YAR008W"	"chrI:161997-162062:+"
"81"	3.69213254867977	97	1.79929436815722	"unknown"	""	"chrI:166063:+"
"82"	204.789173522342	226	202.29435070438	"unknown"	"YAR014C"	"chrI:166252-166287:-"
"83"	629.62559814183	98	627.487065680484	"unknown"	"YAR015W"	"chrI:166453-166548:+"
"84"	20.5196589982206	227	17.8671098113876	"unknown"	""	"chrI:166681-166691:-"
"85"	34.5695079758499	228	34.1749333765897	"unknown"	"YAR018C"	"chrI:167968-167980:-"
"86"	7.75181549002214	99	7.23773138483437	"unknown"	""	"chrI:168095:+"
"87"	3.18855386150587	100	1.02816821037555	"unknown"	""	"chrI:168166:+"
"88"	21.896415458201	229	13.9514584072118	"unknown"	"YAR018C"	"chrI:168932-168980:-"
"89"	16.5285225471818	230	16.0742061610234	"unknown"	"YAR019C"	"chrI:172293:-"
"90"	105.303102373249	231	99.9391074835024	"unknown"	"YAR019C"	"chrI:172360-172420:-"
"91"	151.731398530591	101	140.443854781388	"unknown"	""	"chrI:172504-172576:+"
"92"	1.45527956041939	232	1.02816821037555	"unknown"	""	"chrI:173465:-"
"93"	3.4930810776735	102	1.54225231556333	"unknown"	""	"chrI:177283:+"
"94"	16.6220501351119	233	9.10629926172668	"unknown"	"YAR023C"	"chrI:177302-177349:-"
"95"	17.7309112981195	103	17.7309112981195	"unknown"	""	"chrI:177481:+"
"96"	6.49233155289676	104	4.37217088427824	"unknown"	""	"chrI:177815-177829:+"
"97"	103.570108708903	234	99.5139692362041	"unknown"	""	"chrI:184107-184182:-"
"98"	1825.01524404611	105	1812.41282025436	"unknown"	"YAR027W"	"chrI:186437-186579:+"
"99"	4.14815695906681	235	2.38898777539524	"unknown"	""	"chrI:186665:-"
"100"	15.7534467961568	106	14.9663643925645	"unknown"	"YAR027W"	"chrI:187283:+"
"101"	78.3741323145671	107	76.529493306501	"unknown"	"YAR028W"	"chrI:187646-187693:+"
"102"	2.01541635491042	108	1.02816821037555	"unknown"	"YAR031W"	"chrI:190230:+"
"103"	146.968487352346	109	146.968487352346	"unknown"	"YAR033W"	"chrI:190841-190866:+"
"104"	16.7800528985278	110	12.6313006760185	"unknown"	""	"chrI:191650-191668:+"
"105"	3.33364174414737	236	1.28521026296944	"unknown"	""	"chrI:191836:-"
"106"	7.54802995884286	237	3.7721284662616	"unknown"	""	"chrI:192417-192451:-"
"107"	15.7128213928738	238	11.614399677524	"unknown"	""	"chrI:192624-192651:-"
"108"	2.4055703162247	239	1.24937006193582	"unknown"	""	"chrI:192831:-"
"109"	1716.42287928918	111	1714.95282022721	"unknown"	"YAR035W"	"chrI:192904-192979:+"
"110"	6.22551636535143	240	4.54240143501616	"unknown"	""	"chrI:193184:-"
"111"	14.1920452407027	112	12.636619424622	"unknown"	"YAR035W"	"chrI:193261:+"
"112"	1.1622270522868	113	1.02816821037555	"unknown"	"YAR035W"	"chrI:193580:+"
"113"	18.3256209789295	114	17.954999829796	"unknown"	"YAR035W"	"chrI:193652-193685:+"
"114"	6.66267890578739	115	6.4056368531935	"unknown"	"YAR035W"	"chrI:193772-193778:+"
"115"	5.1805482253321	116	5.1805482253321	"unknown"	"YAR035W"	"chrI:193832:+"
"116"	1.86684380295419	117	1.08508014796547	"unknown"	"YAR035W"	"chrI:194000:+"
"117"	1.846154904881	118	1.02816821037555	"unknown"	"YAR035W"	"chrI:194079:+"
"118"	133.870609367246	119	129.288758421597	"unknown"	"YAR035W"	"chrI:194195-194390:+"
"119"	213.85500461605	120	211.877919094282	"unknown"	"YAR042W"	"chrI:195336-195390:+"
"120"	13.0669674765342	121	9.22688961746484	"unknown"	""	"chrI:201458-201466:+"
"121"	3.04646933377431	241	1.57416480718449	"unknown"	""	"chrI:211730:-"
"122"	25.2023165992935	242	23.4595516544473	"unknown"	""	"chrI:211782-211814:-"
"123"	12.7500541919217	122	5.42979559609281	"unknown"	"YAL067C"	"chrI:211912-211958:+"
"124"	70.3468316737746	123	67.4022932663866	"unknown"	"YAL067C"	"chrI:212091-212103:+"
"125"	1.48017463492382	243	1.22313258232993	"unknown"	""	"chrI:212554:-"
"126"	93.4267815893187	244	90.4317088090225	"unknown"	""	"chrI:214586-214620:-"
"127"	7.26937120920758	124	3.44528351023534	"unknown"	""	"chrI:214808-214819:+"
"128"	11.8537271477514	137	10.3313328552802	"unknown"	""	"chrI:23237-23251:-"
"129"	2.69706750263981	138	2.29776941821861	"unknown"	""	"chrI:24580:-"
"130"	2.52084312766157	9	1.2065295772012	"unknown"	""	"chrI:25490:+"
"131"	3.02919831821163	10	1.18062360538837	"unknown"	""	"chrI:27068:+"
"132"	2.79660075425089	139	1.0483993562828	"unknown"	"YAL063C-A"	"chrI:27337:-"
"133"	5.72830039995599	11	4.00270136453214	"unknown"	""	"chrI:27473:+"
"134"	2.55790829657278	140	1.22313258232993	"unknown"	""	"chrI:27543:-"
"135"	3.37981436313804	12	1.0483993562828	"unknown"	""	"chrI:27579:+"
"136"	4.29251868331981	13	2.27153193861272	"unknown"	""	"chrI:28198-28214:+"
"137"	6.9260808482061	141	4.81422502571611	"unknown"	"YAL063C"	"chrI:28404:-"
"138"	5.08654731217496	14	1.57259903442419	"unknown"	""	"chrI:28623:+"
"139"	8.81158201255659	142	5.45380390075484	"unknown"	"YAL063C"	"chrI:28640-28643:-"
"140"	2.49621623501758	143	1.28521026296944	"unknown"	"YAL063C"	"chrI:28966:-"
"141"	9.14898758019637	144	6.40190911799701	"unknown"	""	"chrI:34181-34190:-"
"142"	7.96395118075295	15	6.04381412557796	"unknown"	""	"chrI:34272:+"
"143"	17.3044473931185	16	11.8638104552313	"unknown"	"YAL062W"	"chrI:34343-34392:+"
"144"	3755.3978938622	17	3750.52841902522	"unknown"	"YAL062W"	"chrI:34516-34749:+"
"145"	41.7125107591922	145	36.1425802805108	"unknown"	""	"chrI:34715-34796:-"
"146"	7.2500035538917	146	3.65279474186106	"unknown"	""	"chrI:34883-34934:-"
"147"	28.9081459542761	18	19.7279686081728	"unknown"	"YAL062W"	"chrI:34890-35038:+"
"148"	2.07864481262926	19	1.02816821037555	"unknown"	"YAL062W"	"chrI:35299:+"
"149"	1.24568665591288	20	1.0483993562828	"unknown"	"YAL062W"	"chrI:35912:+"
"150"	1714.24151839822	21	1705.37261647285	"unknown"	"YAL061W"	"chrI:36476-36615:+"
"151"	16.3908053660378	147	15.6741152126164	"unknown"	""	"chrI:36727-36741:-"
"152"	2.06854986299354	22	1.22313258232993	"unknown"	"YAL061W"	"chrI:36889:+"
"153"	1.31651704010528	148	1.0483993562828	"unknown"	""	"chrI:37068:-"
"154"	25.4611951920526	23	21.5695244470397	"unknown"	"YAL060W"	"chrI:38234-38312:+"
"155"	6.46952219887428	149	5.9554380936865	"unknown"	""	"chrI:38358:-"
"156"	5.04198871915753	150	3.99863305317681	"unknown"	""	"chrI:38475:-"
"157"	51.4903935012972	24	48.3552661126682	"unknown"	"YAL059W"	"chrI:39701-39757:+"
"158"	65.6147260741665	25	58.5451792281774	"unknown"	"YAL058W"	"chrI:40556-40637:+"
"159"	1.94684521796287	26	1.3810110974106	"unknown"	"YAL058W"	"chrI:40782:+"
"160"	1.15934861097426	27	1.02816821037555	"unknown"	"YAL058W"	"chrI:41191:+"
"161"	106.877366578062	28	106.106240420281	"unknown"	"YAL056W"	"chrI:42376-42413:+"
"162"	1.7858048884747	29	1.02816821037555	"unknown"	"YAL056W"	"chrI:44507:+"
"163"	224.438988824076	30	219.510320215595	"unknown"	"YAL055W"	"chrI:45310-45388:+"
"164"	5.73422789158438	151	2.29560331761989	"unknown"	"YAL054C"	"chrI:46075-46083:-"
"165"	13.0313856177239	152	11.4754211770049	"unknown"	"YAL054C"	"chrI:46157-46172:-"
"166"	19.7620376250862	153	17.2629240232022	"unknown"	"YAL054C"	"chrI:46286-46329:-"
"167"	10.9229652461444	154	9.84219258248543	"unknown"	"YAL054C"	"chrI:46387-46411:-"
"168"	13.3212073509311	155	11.9284790713939	"unknown"	"YAL054C"	"chrI:46492-46497:-"
"169"	11.7961330282535	156	8.41276988765896	"unknown"	"YAL054C"	"chrI:46557-46591:-"
"170"	11.8965754991062	157	10.4517073591442	"unknown"	"YAL054C"	"chrI:46658-46659:-"
"171"	16.5248846542744	158	12.0318287831006	"unknown"	"YAL054C"	"chrI:46798-46835:-"
"172"	104.039622930793	159	89.2984506624446	"unknown"	"YAL054C"	"chrI:46893-47156:-"
"173"	246.403059055712	160	223.378660295021	"unknown"	"YAL054C"	"chrI:47221-47680:-"
"174"	7.80306473802303	161	3.47443337503541	"unknown"	"YAL054C"	"chrI:47746-47791:-"
"175"	2.3131198255747	31	1.02816821037555	"unknown"	""	"chrI:47826:+"
"176"	7.80596475465559	32	7.41139015539542	"unknown"	""	"chrI:47898:+"
"177"	21.8667844707974	162	16.0891346136611	"unknown"	"YAL054C"	"chrI:47899-47949:-"
"178"	8.38573275144313	33	7.95395747280211	"unknown"	""	"chrI:47985:+"
"179"	31.0257311885285	34	29.4353849531774	"unknown"	""	"chrI:48065-48092:+"
"180"	41759.4673665142	163	41749.5601609341	"unknown"	"YAL054C"	"chrI:48126-48286:-"
"181"	43.5904827663282	35	43.5904827663282	"unknown"	""	"chrI:48184:+"
"182"	1303.32976638499	36	1295.84918897998	"unknown"	"YAL053W"	"chrI:48848-49079:+"
"183"	1.1357909653962	37	1.1357909653962	"unknown"	"YAL053W"	"chrI:49285:+"
"184"	1.37763466246982	164	1.02816821037555	"unknown"	""	"chrI:50847:-"
"185"	190.565270614153	38	190.565270614153	"unknown"	"YAL051W"	"chrI:51664-51735:+"
"186"	10.0327249467824	39	8.61527442691318	"unknown"	"YAL051W"	"chrI:52187:+"
"187"	1193.02807358223	165	1188.59086278577	"unknown"	"YAL049C"	"chrI:55757-55890:-"
"188"	72.2911480055528	166	72.2911480055528	"unknown"	"YAL048C"	"chrI:57970-57979:-"
"189"	52.7439756371602	167	52.7439756371602	"unknown"	"YAL047C"	"chrI:60058-60066:-"
"190"	183.661938286164	168	180.580232429985	"unknown"	"YAL046C"	"chrI:60554-60604:-"
"191"	727.117118724691	40	722.976244303516	"unknown"	"YAL044W-A"	"chrI:60626-60712:+"
"192"	4.59502071184659	169	3.62660725443484	"unknown"	""	"chrI:60967:-"
"193"	4.33946591484586	41	3.54662662862854	"unknown"	""	"chrI:61507:+"
"194"	4439.2327626638	170	4436.62219258255	"unknown"	"YAL044C"	"chrI:61622-61699:-"
"195"	6.42420268702698	171	6.07473623493272	"unknown"	"YAL043C"	"chrI:62988:-"
"196"	317.18577349965	172	314.631475234862	"unknown"	"YAL043C"	"chrI:64233-64273:-"
"197"	577.030604368128	42	577.030604368128	"unknown"	"YAL042W"	"chrI:64445-64484:+"
"198"	5.70599954136106	173	2.10063894566551	"unknown"	"YAL043C"	"chrI:64617-64647:-"
"199"	306.845552431111	43	306.251845488372	"unknown"	"YAL041W"	"chrI:65940-66000:+"
"200"	4.14191194250563	44	2.57042052593888	"unknown"	""	"chrI:68857-68882:+"
"201"	2.2288816514307	174	1.57829839704069	"unknown"	"YAL040C"	"chrI:70129:-"
"202"	247.18421753315	175	245.995622655576	"unknown"	"YAL040C"	"chrI:71016-71064:-"
"203"	3.12696263889866	45	2.47637938450865	"unknown"	""	"chrI:72528:+"
"204"	3.38453666405189	46	1.2065295772012	"unknown"	""	"chrI:72671:+"
"205"	1124.13522682399	176	1117.86180905581	"unknown"	"YAL039C"	"chrI:72710-72826:-"
"206"	2.04000792465861	47	1.04944320478966	"unknown"	""	"chrI:73125:+"
"207"	2.79717709213955	177	1.28521026296944	"unknown"	""	"chrI:73165:-"
"208"	10.9959513734197	48	9.46392741676193	"unknown"	""	"chrI:73614-73619:+"
"209"	11.4318326609732	49	11.4318326609732	"unknown"	""	"chrI:73683-73688:+"
"210"	20.9850831956691	50	16.6548855814538	"unknown"	""	"chrI:73779-73835:+"
"211"	4.91648570772576	178	4.47939168048121	"unknown"	""	"chrI:73925:-"
"212"	5071.82429743632	51	5066.30996276215	"unknown"	"YAL038W"	"chrI:74814-74949:+"
"213"	72.1788856655056	179	68.1558702248773	"unknown"	""	"chrI:74996-75116:-"
"214"	8.0009442393118	52	4.49664524389199	"unknown"	"YAL038W"	"chrI:75087-75169:+"
"215"	22.1527557910803	180	22.1527557910803	"unknown"	""	"chrI:75179-75230:-"
"216"	5.10582183108368	53	4.16740993770496	"unknown"	"YAL038W"	"chrI:75631-75645:+"
"217"	3.99683855850809	54	3.31536397927037	"unknown"	"YAL038W"	"chrI:75713:+"
"218"	2.10854929546181	55	1.74733226047133	"unknown"	"YAL038W"	"chrI:75980:+"
"219"	1.67773407509577	56	1.0483993562828	"unknown"	"YAL038W"	"chrI:76035:+"
"220"	4.75600820149442	57	1.2065295772012	"unknown"	""	"chrI:79104:+"
"221"	104.987795113373	181	104.760636920294	"unknown"	"YAL036C"	"chrI:79343-79364:-"
"222"	585.065563510226	58	579.337348598964	"unknown"	"YAL035W"	"chrI:79536-79579:+"
"223"	7.20695605355179	59	4.91984508076124	"unknown"	"YAL035W"	"chrI:82054:+"
"224"	160.56616408574	60	160.298046401917	"unknown"	"YAL034W-A"	"chrI:82834-82860:+"
"225"	2.69398825916756	61	1.02816821037555	"unknown"	""	"chrI:84855:+"
"226"	2.21369730219888	62	1.22313258232993	"unknown"	""	"chrI:84974:+"
"227"	436.764997406551	182	432.380662741853	"unknown"	"YAL034C"	"chrI:85134-85196:-"
"228"	6.59618902424868	63	6.1942976051223	"unknown"	"YAL033W"	"chrI:85604:+"
"229"	3.75804409082402	64	2.33401587484365	"unknown"	"YAL033W"	"chrI:85669:+"
"230"	276.090857657729	183	273.423564659928	"unknown"	""	"chrI:85697-85772:-"
"231"	77.1598690427362	65	77.1598690427362	"unknown"	"YAL033W"	"chrI:85845-85864:+"
"232"	1.78704743864031	66	1.28236744759556	"unknown"	""	"chrI:87555:+"
"233"	174.53229225526	184	171.331794541981	"unknown"	"YAL032C"	"chrI:87638-87675:-"
"234"	129.522158035359	185	127.558970460844	"unknown"	"YAL031C"	"chrI:90187-90239:-"
"235"	1455.40125247048	67	1454.23595079025	"unknown"	"YAL030W"	"chrI:90398-90490:+"
"236"	5.28123876207718	186	3.17423558618181	"unknown"	""	"chrI:90787:-"
"237"	7.50972816420492	125	6.06467696269104	"unknown"	""	"chrI:9142:-"
"238"	8.50487523736923	187	7.48511457571874	"unknown"	"YAL029C"	"chrI:95460:-"
"239"	9.28539169161923	188	6.97336721042704	"unknown"	"YAL029C"	"chrI:95621-95635:-"
"240"	232.552768706714	68	229.608910683776	"unknown"	"YAL028W"	"chrI:95997-96054:+"
"241"	4.18794262330987	189	1.74276494484618	"unknown"	""	"chrI:96108:-"
"242"	6.92578190932332	126	4.77032205466403	"unknown"	""	"chrI:9725-9740:-"
"243"	121.965805442676	69	119.287117057378	"unknown"	"YAL027W"	"chrI:97756-97807:+"
"244"	68.9740472713312	127	64.0723074564167	"unknown"	""	"chrI:9852-9907:-"
"245"	5.50084331764415	796	3.05169050952072	"unknown"	"YBL076C"	"chrII:100506-100509:-"
"246"	172.270340535231	797	166.384748836837	"unknown"	"YBL076C"	"chrII:102455-102493:-"
"247"	1.02816821037555	798	1.02816821037555	"unknown"	"YBL075C"	"chrII:103824:-"
"248"	13.8172013519116	276	13.118268447723	"unknown"	""	"chrII:104566:+"
"249"	952.473003781917	799	946.216181520634	"unknown"	"YBL075C"	"chrII:104627-104753:-"
"250"	4.65716286761645	800	1.24937006193582	"unknown"	"YBL074C"	"chrII:106000:-"
"251"	37.7858632720607	801	30.9803811494908	"unknown"	"YBL074C"	"chrII:106216-106254:-"
"252"	46.8111812914692	277	46.1958006451974	"unknown"	""	"chrII:107125-107197:+"
"253"	3268.29412618575	802	3268.29412618575	"unknown"	"YBL072C"	"chrII:107315-107317:-"
"254"	3.50793683617296	803	1.02816821037555	"unknown"	"YBL072C"	"chrII:107372:-"
"255"	85.5996836923013	804	82.3589488470051	"unknown"	"YBL072C"	"chrII:107645-107693:-"
"256"	204.030367196782	278	200.562340411044	"unknown"	"YBL071W-A"	"chrII:108116-108152:+"
"257"	197.805230918254	279	193.834249190988	"unknown"	"YBL069W"	"chrII:108806-108869:+"
"258"	98.4173823402507	280	96.2347751292029	"unknown"	"YBL068W"	"chrII:110540-110594:+"
"259"	5.1803182483787	805	4.04450135085151	"unknown"	""	"chrII:110696:-"
"260"	198.973819745502	806	196.672092057027	"unknown"	"YBL067C"	"chrII:114277-114362:-"
"261"	1.02816821037555	281	1.02816821037555	"unknown"	""	"chrII:117324:+"
"262"	72.9530756562402	807	69.1572054426257	"unknown"	"YBL066C"	"chrII:118327-118364:-"
"263"	4.85129293331323	808	2.42603401875261	"unknown"	"YBL064C"	"chrII:118795-118844:-"
"264"	4.01591618865011	282	2.26570375335384	"unknown"	""	"chrII:119031:+"
"265"	12.2184462238707	283	12.2184462238707	"unknown"	""	"chrII:119147-119151:+"
"266"	10667.8470043475	809	10666.7955706047	"unknown"	"YBL064C"	"chrII:119324-119416:-"
"267"	5.49346881805186	284	5.49346881805186	"unknown"	"YBL063W"	"chrII:119698-119700:+"
"268"	20.0491789343193	810	17.4156166454638	"unknown"	""	"chrII:119838-119860:-"
"269"	285.158390537368	285	284.776693757006	"unknown"	"YBL063W"	"chrII:120007-120070:+"
"270"	137.329421996079	811	130.351971651448	"unknown"	"YBL061C"	"chrII:125637-125720:-"
"271"	1.6466105185305	286	1.02221186885658	"unknown"	""	"chrII:125637:+"
"272"	3.37174426850517	750	2.24534445118651	"unknown"	""	"chrII:12572-12596:-"
"273"	41.984099059065	287	37.480267486817	"unknown"	"YBL060W"	"chrII:126060-126098:+"
"274"	2.31152387284722	812	1.0483993562828	"unknown"	"YBL059C-A"	"chrII:128603:-"
"275"	137.00642620329	813	137.00642620329	"unknown"	"YBL059C-A"	"chrII:128744-128760:-"
"276"	177.482247321493	288	175.631006751335	"unknown"	"YBL059W"	"chrII:128844-128887:+"
"277"	5.44802078295591	814	3.44839415367031	"unknown"	""	"chrII:129384:-"
"278"	459.386445769752	289	459.386445769752	"unknown"	"YBL058W"	"chrII:129577-129598:+"
"279"	251.055832292494	815	251.055832292494	"unknown"	"YBL057C"	"chrII:131623-131642:-"
"280"	1278.75003581342	290	1276.06999940162	"unknown"	"YBL056W"	"chrII:131799-131914:+"
"281"	24.8592355934954	816	24.8592355934954	"unknown"	"YBL057C"	"chrII:131948:-"
"282"	1.02816821037555	291	1.02816821037555	"unknown"	"YBL056W"	"chrII:132678:+"
"283"	1.02816821037555	292	1.02816821037555	"unknown"	""	"chrII:134000:+"
"284"	235.756157781948	817	232.119451843558	"unknown"	"YBL055C"	"chrII:134984-135073:-"
"285"	3.81594714786043	293	1.0483993562828	"unknown"	""	"chrII:135363:+"
"286"	48.7181748750862	294	44.1502150359988	"unknown"	"YBL054W"	"chrII:135591-135659:+"
"287"	2.50412370280264	295	1.02816821037555	"unknown"	"YBL054W"	"chrII:136044:+"
"288"	143.693229102669	296	142.36467637306	"unknown"	"YBL054W"	"chrII:136296-136343:+"
"289"	2.48489030656054	297	1.18372379778052	"unknown"	"YBL054W"	"chrII:136499:+"
"290"	58.1524589535909	298	53.2294728483234	"unknown"	"YBL054W"	"chrII:136709-136785:+"
"291"	68.7604350523078	299	68.3061186661494	"unknown"	"YBL054W"	"chrII:136971-137002:+"
"292"	4.31767856601682	300	2.57042052593888	"unknown"	"YBL054W"	"chrII:137068-137071:+"
"293"	4.0658790050778	301	2.313378473345	"unknown"	""	"chrII:139907:+"
"294"	121.849416900073	818	119.168963526839	"unknown"	"YBL052C"	"chrII:140281-140347:-"
"295"	1.59112388961528	819	1.28521026296944	"unknown"	""	"chrII:140759:-"
"296"	6.34633940462967	820	4.16888272353665	"unknown"	"YBL051C"	"chrII:141653:-"
"297"	289.29376682245	821	285.879634020208	"unknown"	"YBL051C"	"chrII:142977-143021:-"
"298"	536.299230609396	302	534.933707365973	"unknown"	"YBL050W"	"chrII:143208-143271:+"
"299"	3.48496698539876	822	1.22313258232993	"unknown"	""	"chrII:143627:-"
"300"	3.02803676518638	823	1.22313258232993	"unknown"	""	"chrII:144525:-"
"301"	41.3192040817357	824	39.079625679577	"unknown"	""	"chrII:144667-144675:-"
"302"	1984.68807973499	303	1977.21452189443	"unknown"	"YBL049W"	"chrII:144704-144943:+"
"303"	1.60438081267713	825	1.02221186885658	"unknown"	"YBL047C"	"chrII:147828:-"
